Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Equip,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17
The Militia's Birthright (Adept),2378101424,"""6917529836016864487""",,Legendary,Grenade Launcher,,KineticSlot,Kinetic,1600,,Reload Speed,1,Vault,FALSE,FALSE,5,18,,92,75,0,0,13,0,72,33,90,64,1,79,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,Lightweight Frame*,Countermass*,Linear Compensator,Disorienting Grenades*,Implosion Rounds,Quickdraw*,Lead from Gold,Multikill Clip*,Tier 1 Weapon*,Stunning Recovery*,Vanguard's Vindication,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Hard Light,4124984448,"""6917529255303198974""",,Exotic,Auto Rifle,,Energy,Void,1600,,,10,Vault,TRUE,FALSE,1,1,,100,100,21,40,16,0,0,80,600,64,49,77,0,0,0,0,0,0,0,0,0,31,FALSE,0,0,omolon,,Volatile Light*,Polygonal Rifling*,Alloy Magazine*,The Fundamentals*,Composite Stock*,Foundational Structure*,Hard Light Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,
The Title,294129361,"""6917529748985129978""",,Legendary,Submachine Gun,events,Energy,Void,1600,,Range,10,Vault,TRUE,FALSE,5,16,Guardian Games,95,32,22,65,15,0,0,20,750,23,28,38,0,0,0,0,0,0,0,0,0,21,FALSE,0,42,hakke,,Aggressive Frame*,Chambered Compensator,Extended Barrel*,Armor-Piercing Rounds,High-Caliber Rounds*,Perpetual Motion*,Vorpal Weapon*,Flower Child*,Freehand Grip*,Masterwork*,Classy Contender*,Hakke Breach Armaments,Kill Tracker,Crucible Tracker*,,,,
Seventh Seraph Carbine,1561006927,"""6917529602530449395""",,Legendary,Auto Rifle,rasputin,KineticSlot,Kinetic,1600,,Range,1,Vault,TRUE,FALSE,3,10,,74,34,29,69,16,0,0,44,450,41,34,44,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Precision Frame*,Corkscrew Rifling*,Polygonal Rifling,High-Caliber Rounds*,Ricochet Rounds,Slideshot*,Vorpal Weapon*,Dawning Hope*,Minor Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Kill Tracker,,,,,
Reckless Oracle,3385326721,"""6917529503951071202""",,Legendary,Auto Rifle,garden,Energy,Void,1600,,Range,5,Vault,TRUE,FALSE,3,8,,59,80,18,46,16,0,0,56,720,55,51,42,0,0,0,0,0,0,0,0,0,10,FALSE,0,328,,,Rapid-Fire Frame*,Fluted Barrel,Hammer-Forged Rifling*,Extended Mag,High-Caliber Rounds*,Outlaw*,Kill Clip*,Carbon Blood*,Targeting Adjuster*,Tier 5 Weapon*,Kill Tracker*,Crucible Tracker,,,,,,
Extraordinary Rendition,1097616550,"""6917529281152505469""",,Legendary,Submachine Gun,battlegrounds,KineticSlot,Kinetic,1600,,Reload Speed,1,Vault,FALSE,FALSE,4,13,,97,34,22,67,15,0,0,0,750,23,28,50,0,0,0,0,0,0,0,0,0,12,FALSE,0,0,,,Aggressive Frame*,Full Bore*,Hammer-Forged Rifling,Accurized Rounds*,Extended Mag,Outlaw*,Frenzy*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Friction Fire,1513993763,"""6917529619860023761""",,Legendary,Submachine Gun,wrathborn,KineticSlot,Kinetic,1600,,Handling,3,Vault,TRUE,FALSE,4,12,,85,52,25,51,15,0,0,47,600,28,27,39,0,0,0,0,0,0,0,0,0,12,FALSE,0,0,,,Precision Frame*,Extended Barrel,Fluted Barrel*,Tactical Mag*,Extended Mag,Threat Detector*,Vorpal Weapon*,Basalt Toxic*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Midnight Coup,1128225405,"""6917529035968564059""",,Legendary,Hand Cannon,dcv,KineticSlot,Kinetic,1600,1060,,,Vault,FALSE,FALSE,1,1,,80,90,84,35,14,0,0,45,140,56,12,65,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Adaptive Frame*,Smallbore,Corkscrew Rifling*,Extended Barrel,Rampage*,Ambitious Assassin,Outlaw*,Kinetic Damage Mod*,Masterwork Upgrade*,,,,,,,,,
Escape Velocity,1786797708,"""6917529686296545669""",,Legendary,Submachine Gun,legendaryengram,KineticSlot,Kinetic,1600,,Range,1,Vault,TRUE,FALSE,3,10,,80,45,15,48,16,0,0,32,900,24,37,70,0,0,0,0,0,0,0,0,0,12,FALSE,0,0,field-forged,,Lightweight Frame*,IS 5 Circle,Model 8 Red*,Accurized Rounds*,Alloy Magazine,Overflow*,Osmosis*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Lord of Wolves,3413860063,"""6917529201516093869""",,Exotic,Shotgun,,Energy,Solar,1600,,,,Vault,FALSE,FALSE,2,4,,90,80,68,20,12,0,0,54,640,60,6,40,0,0,0,0,0,0,0,0,0,14,FALSE,0,0,,,Shrapnel Launcher*,Chambered Compensator*,Extended Mag*,Release the Wolves*,Composite Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,*,,,,,,,,
Salvager's Salvo,2060863616,"""6917529305233425834""",,Legendary,Grenade Launcher,banshee,Energy,Arc,1600,,Handling,10,Vault,TRUE,FALSE,4,13,,75,75,0,0,13,100,80,36,90,70,1,95,0,0,0,0,0,0,0,0,0,2,FALSE,0,22,,,Lightweight Frame*,Quick Launch*,Spike Grenades*,Ambitious Assassin,Demolitionist*,Vorpal Weapon*,Chain Reaction,Basalt Toxic*,Targeting Adjuster*,Masterwork*,Pyretic*,Kill Tracker,Crucible Tracker*,,,,,
Threaded Needle,3075224551,"""6917529515745595207""",,Legendary,Linear Fusion Rifle,seasonpass,Power,Void,1600,,Reload Speed,10,Vault,TRUE,FALSE,4,13,,65,62,44,44,25,0,0,54,0,30,5,28,533,0,0,0,0,0,0,0,0,6,FALSE,0,0,,,Precision Frame*,Chambered Compensator,Smallbore*,Liquid Coils*,Particle Repeater,Field Prep*,Multikill Clip,Vorpal Weapon*,Jacarina*,Boss Spec*,Masterwork*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Sweet Sorrow,1248372789,"""6917529758605058389""",,Legendary,Auto Rifle,psiops,Energy,Arc,1600,,,,Vault,FALSE,FALSE,5,16,,67,81,18,28,17,0,0,69,720,47,52,32,0,0,0,0,0,0,0,0,0,19,TRUE,24,1369,,,Rapid-Fire Frame*,Extended Barrel*,Steady Rounds*,Pulse Monitor*,Turnabout*,Sinking Feeling*,*,Land Tank*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Hawkmoon,3856705927,"""6917529260692568066""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,,Vault,TRUE,FALSE,4,12,,100,93,84,52,14,0,0,73,140,59,8,66,0,0,0,0,0,0,0,0,0,26,FALSE,0,0,,,Paracausal Shot*,Chambered Compensator*,Alloy Magazine*,Killing Wind*,Combat Grip*,Feeling Lucky*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,
Sturm,2907129556,"""6917529032863705137""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,10,Vault,FALSE,FALSE,1,1,,100,50,92,70,14,0,0,51,120,30,12,30,0,0,0,0,0,0,0,0,0,22,FALSE,0,0,,,Accomplice*,Extended Barrel*,Extended Mag*,Storm and Stress*,Combat Grip*,Symbiosis*,Sturm Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,
Coldheart,1345867571,"""6917529030563621795""",,Exotic,Trace Rifle,,Energy,Arc,1600,,,10,Vault,TRUE,FALSE,1,1,,100,100,6,70,16,0,0,70,1000,30,101,25,0,0,0,0,0,0,0,0,0,14,FALSE,0,0,omolon,,Cold Fusion*,Extended Barrel*,Enhanced Battery*,Longest Winter*,Hand-Laid Stock*,Coldheart Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,,
Loud Lullaby,3924212056,"""6917529494983087054""",,Legendary,Hand Cannon,moon,KineticSlot,Kinetic,1600,,Range,3,Vault,TRUE,FALSE,4,14,,100,65,92,66,14,0,0,17,120,23,8,34,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Aggressive Frame*,Arrowhead Brake*,Fluted Barrel,Accurized Rounds*,Extended Mag,Moving Target*,Explosive Payload*,Gilded Smoke*,Targeting Adjuster*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Manticore,219145368,"""6917529848110927242""",,Exotic,Submachine Gun,seasonpass,Energy,Void,1600,,,,Vault,FALSE,FALSE,0,,,100,65,15,46,15,0,0,78,900,30,38,73,0,0,0,0,0,0,0,0,0,30,FALSE,0,0,veist,,Soaring Fang*,Arrowhead Brake*,Ricochet Rounds*,Swooping Talons*,Fitted Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Khvostov 7G-02,1619016919,"""6917529101930706478""",,Common,Auto Rifle,campaign,KineticSlot,Kinetic,1600,,,,Vault,TRUE,FALSE,3,8,,70,48,21,12,15,0,0,30,600,52,40,32,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,,Adaptive Frame*,,,,,,,,,,,,,,,,,
Royal Chase,2776503072,"""6917529243247635653""",,Legendary,Scout Rifle,seasonpass,Energy,Void,1600,,Stability,2,Vault,TRUE,FALSE,4,12,,63,63,62,48,20,0,0,45,180,50,17,41,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Precision Frame*,Extended Barrel,Hammer-Forged Rifling*,Tactical Mag*,Alloy Magazine,Auto-Loading Holster*,Dragonfly*,Mystophosphor*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Out of Bounds,2988121501,"""6917529853157188644""",,Legendary,Submachine Gun,crucible,Energy,Arc,1600,,Handling,2,Vault,FALSE,FALSE,5,18,,95,55,15,47,14,0,0,33,900,28,38,64,0,0,0,0,0,0,0,0,0,23,FALSE,0,0,omolon,,Lightweight Frame*,Full Bore*,Polygonal Rifling,Appended Mag*,Light Mag,Grave Robber*,Fragile Focus*,Tier 2 Weapon*,One Quiet Moment*,Omolon Fluid Dynamics,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Osteo Striga,46524085,"""6917529632131171230""",,Exotic,Submachine Gun,throneworld,KineticSlot,Kinetic,1600,,,10,Vault,FALSE,FALSE,5,16,,99,55,25,75,13,0,0,72,600,18,27,26,0,0,0,0,0,0,0,0,0,34,TRUE,4,347,,,Screaming Swarm*,Polygonal Rifling*,Steady Rounds*,Toxic Overload*,Hand-Laid Stock*,Brilliant Bloom*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,Shaped Weapon*,Empty Weapon Level Boost Socket*,,,,,,,
Lumina,3512014804,"""6917529205782162643""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,,Vault,FALSE,FALSE,2,7,,100,88,84,63,14,0,0,60,140,61,13,76,0,0,0,0,0,0,0,0,0,27,FALSE,0,0,,,Noble Rounds*,Chambered Compensator*,Accurized Rounds*,Blessing of the Sky*,Polymer Grip*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Black Talon,3766045777,"""6917529205821429104""",,Exotic,Sword,,Power,Void,1600,,,,Vault,TRUE,FALSE,2,4,,0,0,61,0,0,0,0,0,0,0,62,0,0,0,0,65,80,50,70,40,0,0,FALSE,0,0,,,Crow's Wings*,Tempered Edge*,Heavy Guard*,Tireless Blade*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Borealis,3141979347,"""6917529204256224336""",,Exotic,Sniper Rifle,,Energy,Void,1600,,,10,Vault,FALSE,FALSE,1,1,,55,65,90,54,45,0,0,62,72,45,5,75,0,0,0,0,0,0,0,0,0,22,FALSE,0,0,,,The Fundamentals*,Corkscrew Rifling*,Extended Mag*,Ionic Return*,Hand-Laid Stock*,Borealis Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,,
Worldline Zero,1864563948,"""6917529205794099159""",,Exotic,Sword,,Power,Arc,1600,,,10,Vault,TRUE,FALSE,1,3,,0,0,61,0,0,0,0,0,0,0,62,0,0,0,0,20,50,50,100,40,0,0,FALSE,0,0,,,Tesseract*,Tempered Edge*,Infinite Guard*,Assassin's Blade*,Tireless Blade*,Positive Infinity*,Worldline Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,
The Queenbreaker,2044500762,"""6917529205788628500""",,Exotic,Linear Fusion Rifle,,Power,Arc,1600,,,,Vault,TRUE,FALSE,2,4,,80,60,41,65,35,0,0,90,0,60,6,35,633,0,0,0,0,0,0,0,0,18,FALSE,0,0,,,Wire Rifle*,Marksman Sights*,Combat Sights,Enhanced Battery*,Hip-Fire Grip*,Quickdraw,Fitted Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,
Multimach CCX,3717177717,"""6917529524044515416""",,Legendary,Submachine Gun,ironbanner,KineticSlot,Kinetic,1600,,Handling,10,Vault,TRUE,FALSE,4,13,,100,55,15,72,15,0,0,8,900,26,36,80,0,0,0,0,0,0,0,0,0,12,FALSE,0,349,,,Lightweight Frame*,IS 2 Classic,Model 8 Red*,Accurized Rounds*,Extended Mag,Quickdraw*,Iron Reach*,Transcendental Ambition*,Counterbalance Stock*,Masterwork*,Kill Tracker,Crucible Tracker*,,,,,,
Ammit AR2,2119346509,"""6917529818289712352""",,Legendary,Auto Rifle,legendaryengram,Energy,Solar,1600,,,,Vault,FALSE,FALSE,5,18,,71,44,29,61,17,0,0,55,450,38,36,46,0,0,0,0,0,0,0,0,0,20,TRUE,1,0,omolon,,Precision Frame*,Polygonal Rifling*,Appended Mag*,Dynamic Sway Reduction*,Adaptive Munitions*,*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Quickfang,2782325300,"""6917529489039354675""",,Legendary,Sword,legendaryengram,Power,Void,1600,,Impact,5,Vault,TRUE,FALSE,4,14,,0,0,66,0,0,0,0,0,0,0,70,0,0,0,0,30,20,30,50,80,0,0,FALSE,0,0,veist,,Lightweight Frame*,Honed Edge,Jagged Edge*,Tempered Edge,Swordmaster's Guard*,Relentless Strikes*,Assassin's Blade*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Heir Apparent,2084878005,"""6917529743793738075""",,Exotic,Machine Gun,events,Power,Solar,1600,,,,Vault,TRUE,FALSE,3,10,Guardian Games,95,90,39,65,0,0,0,58,900,50,129,63,0,0,0,0,0,0,0,0,0,9,FALSE,0,628,,,Heavy Slug Thrower*,Corkscrew Rifling*,Appended Mag*,Armor of the Colossus*,Combat Grip*,Regal Deterrent*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Enyo-D,1601177201,"""6917529835994601092""",,Legendary,Submachine Gun,legendaryengram,KineticSlot,Kinetic,1600,,Handling,2,Vault,FALSE,FALSE,5,17,,100,55,25,59,15,0,0,37,600,18,27,37,0,0,0,0,0,0,0,0,0,13,FALSE,0,0,hakke,,Precision Frame*,Arrowhead Brake*,Fluted Barrel,Accurized Rounds*,Flared Magwell,Feeding Frenzy*,Vorpal Weapon*,Tier 2 Weapon*,Hakke Breach Armaments*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Lonesome,2199171672,"""6917529438415518253""",,Legendary,Sidearm,gambitprime,KineticSlot,Kinetic,1600,,Range,5,Vault,TRUE,FALSE,3,11,,100,86,51,68,12,0,0,42,260,21,12,43,0,0,0,0,0,0,0,0,0,12,FALSE,0,0,,,Precision Frame*,Arrowhead Brake*,Corkscrew Rifling,High-Caliber Rounds*,Flared Magwell,Outlaw*,Kill Clip*,Flower Child*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Wilderflight,2306182339,"""6917529844576449082""",,Legendary,Grenade Launcher,,Energy,Void,1600,,Velocity,2,Vault,FALSE,FALSE,0,,,25,67,0,0,13,0,100,10,100,32,1,43,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,tex-mechanica,,Double Fire*,Hard Launch*,Linear Compensator,Disorienting Grenades*,Implosion Rounds,Unrelenting*,Lead from Gold*,Tier 2 Weapon*,Tex Balanced Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Tommy's Matchbook,776191470,"""6917529475320772419""",,Exotic,Auto Rifle,,Energy,Solar,1600,,,,Vault,TRUE,FALSE,3,10,,64,81,18,53,16,0,0,54,720,0,72,58,0,0,0,0,0,0,0,0,0,36,FALSE,0,0,,,Ignition Trigger*,Hammer-Forged Rifling*,Extended Mag*,Heat Sink*,Hand-Laid Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Izanagi's Burden,3211806999,"""6917529205865599876""",,Exotic,Sniper Rifle,ada,KineticSlot,Kinetic,1600,,,,Vault,TRUE,FALSE,2,5,,83,62,70,58,45,0,0,56,90,40,4,47,0,0,0,0,0,0,0,0,0,6,FALSE,0,0,,,Honed Edge*,Chambered Compensator*,Accurized Rounds*,No Distractions*,Composite Stock*,Worldshaper*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,
Shayura's Wrath,3682803680,"""6917529354621782878""",,Legendary,Submachine Gun,trials,Energy,Void,1600,,Stability,1,Vault,TRUE,FALSE,4,14,,100,60,25,59,15,0,0,45,600,44,29,57,0,0,0,0,0,0,0,0,0,25,FALSE,0,0,,,Precision Frame*,Arrowhead Brake*,Polygonal Rifling,Appended Mag*,Flared Magwell,Dynamic Sway Reduction*,Celerity*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Night Watch,3504336176,"""6917529686291246637""",,Legendary,Scout Rifle,gambitprime,KineticSlot,Kinetic,1600,,Handling,1,Vault,FALSE,FALSE,3,11,,57,69,60,52,20,0,0,40,200,58,16,71,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Lightweight Frame*,Corkscrew Rifling*,Smallbore,Accurized Rounds*,Extended Mag,Subsistence*,Explosive Payload*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Hawkmoon,3856705927,"""6917529489787120516""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,,Vault,FALSE,FALSE,4,12,,96,93,84,59,14,0,0,80,140,59,8,61,0,0,0,0,0,0,0,0,0,26,FALSE,0,0,,,Paracausal Shot*,Smallbore*,Alloy Magazine*,Eye of the Storm*,Heavy Grip*,Feeling Lucky*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,
"First In, Last Out",3616586446,"""6917529538557353062""",,Legendary,Shotgun,contact,Energy,Arc,1600,,Stability,1,Vault,TRUE,FALSE,3,11,,58,27,70,68,12,0,0,56,70,45,6,60,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,suros,,Pinpoint Slug Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Assault Mag*,Tactical Mag,Slideshot*,Opening Shot*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,,,
"First In, Last Out",3616586446,"""6917529602654330102""",,Legendary,Shotgun,contact,Energy,Arc,1600,,Handling,1,Vault,TRUE,FALSE,3,11,,58,27,70,68,12,0,0,55,70,45,6,61,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,suros,,Pinpoint Slug Frame*,Arrowhead Brake,Hammer-Forged Rifling*,Assault Mag*,Appended Mag,Slideshot*,Vorpal Weapon*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,,,
Lubrae's Ruin,2534546147,"""6917529712492191532""",,Legendary,Glaive,votd,Energy,Solar,1600,,,,Vault,TRUE,FALSE,5,16,,0,72,80,35,0,0,0,0,55,55,4,45,0,0,0,0,0,0,0,0,50,11,TRUE,1,5,,,Adaptive Glaive*,Low-Impedance Windings*,Alloy Magazine*,Turnabout*,Wellspring*,*,Souldrinker*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Graviton Lance,3628991658,"""6917529031083638942""",,Exotic,Pulse Rifle,,Energy,Void,1600,,"Range, Aim Assistance",10,Vault,TRUE,FALSE,1,1,,85,75,29,90,17,0,0,100,257,57,31,49,0,0,0,0,0,0,0,0,0,27,FALSE,0,3332,,,Black Hole*,Hammer-Forged Rifling*,Accurized Rounds*,Cosmology*,Fitted Stock*,Graviton Lance Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Bad Juju,2816212794,"""6917529546766143008""",,Exotic,Pulse Rifle,dcv,KineticSlot,Kinetic,1600,,,,Vault,FALSE,FALSE,2,7,,85,60,27,40,17,0,0,77,450,47,27,56,0,0,0,0,0,0,0,0,0,35,FALSE,0,0,,,String of Curses*,Hammer-Forged Rifling*,Steady Rounds*,Hip-Fire Grip*,Short-Action Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Syncopation-53,2856514843,"""6917529838574013665""",,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Stasis,1600,,Reload Speed,1,Vault,FALSE,FALSE,5,16,,79,66,29,56,19,0,0,64,390,43,36,51,0,0,0,0,0,0,0,0,0,14,FALSE,0,0,suros,,Adaptive Frame*,Corkscrew Rifling*,Full Bore,Armor-Piercing Rounds*,Light Mag,Moving Target*,Headstone*,Tier 1 Weapon*,Suros Synergy*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Deepsight Resonance*,Empty Weapon Level Boost Socket*,,,,
BrayTech Werewolf,2869466318,"""6917529836310374469""",,Legendary,Auto Rifle,events,KineticSlot,Kinetic,1600,,Stability,4,Vault,FALSE,FALSE,5,18,Festival of the Lost,84,47,29,69,16,0,0,60,450,57,34,34,0,0,0,0,0,0,0,0,0,15,FALSE,0,0,,,Precision Frame*,Chambered Compensator*,Fluted Barrel,Extended Mag,Flared Magwell*,Under Pressure*,Gutshot Straight*,Tier 4 Weapon*,Search Party*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Shayura's Wrath,3682803680,"""6917529504697029573""",,Legendary,Submachine Gun,trials,Energy,Void,1600,,Stability,5,Vault,FALSE,FALSE,4,14,,95,60,25,64,15,0,0,54,600,24,29,32,0,0,0,0,0,0,0,0,0,25,FALSE,0,0,,,Precision Frame*,Corkscrew Rifling*,Fluted Barrel,Appended Mag*,Tactical Mag,Moving Target*,Kill Clip*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Igneous Hammer,2351180975,"""6917529308867687746""",,Legendary,Hand Cannon,trials,Energy,Solar,1600,,Handling,2,Vault,TRUE,FALSE,4,13,,100,74,92,70,14,0,0,35,120,30,9,49,0,0,0,0,0,0,0,0,0,23,FALSE,0,0,,,Aggressive Frame*,Arrowhead Brake*,Extended Barrel,Armor-Piercing Rounds*,Flared Magwell,Rapid Hit*,Rampage*,Targeting Adjuster*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Xenophage,1395261499,"""6917529836543189388""",,Exotic,Machine Gun,,Power,Solar,1600,,,,Vault,FALSE,FALSE,3,8,,85,33,100,88,16,0,0,27,120,31,20,30,0,0,0,0,0,0,0,0,0,12,FALSE,0,0,,,Pyrotoxin Rounds*,Full Bore*,High-Caliber Rounds*,Rangefinder*,Composite Stock*,Homesteader*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,
Telesto,2208405142,"""6917529242974485064""",,Exotic,Fusion Rifle,,Energy,Void,1600,,,10,Vault,FALSE,FALSE,1,2,,66,46,85,35,20,0,0,79,0,80,4,62,820,0,0,0,0,0,0,0,0,9,FALSE,0,0,,,Unplanned Reprieve*,Projection Fuse*,Harbinger's Pulse*,Polymer Grip*,Telesto Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,,,,,,
Half-Truths,3257091166,"""6917529546783717203""",,Legendary,Sword,30th,Power,Arc,1600,,Impact,4,Vault,TRUE,FALSE,4,15,,0,0,62,0,0,0,0,0,0,0,65,0,0,0,0,20,50,50,50,40,0,0,FALSE,0,0,,,Adaptive Frame*,Hungry Edge*,Jagged Edge,Tempered Edge,Balanced Guard*,Enduring Guard,Tireless Blade*,Eager Edge*,Tier 4 Weapon*,Tracker Disabled*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,
Collective Obligation,3505113722,"""6917529694289713597""",,Exotic,Pulse Rifle,votd,Energy,Void,1600,,,,Vault,TRUE,FALSE,5,16,,100,67,29,49,17,0,0,70,390,56,36,51,0,0,0,0,0,0,0,0,0,26,FALSE,0,0,,,Void Leech*,Arrowhead Brake*,Flared Magwell*,Umbral Sustenance*,Hand-Laid Stock*,In Finality*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,
Ace of Spades,347366834,"""6917529838592095588""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,10,Vault,TRUE,FALSE,2,4,,100,70,84,85,14,0,0,50,140,42,13,50,0,0,0,0,0,0,0,0,0,14,FALSE,0,28,,,Memento Mori*,Corkscrew Rifling*,High-Caliber Rounds*,Firefly*,Smooth Grip*,The Vanguard Dare*,Kill Tracker,Crucible Tracker*,Ace of Spades Catalyst*,,,,,,,,,
BxR-55 Battler,2708806099,"""6917529836931183899""",,Legendary,Pulse Rifle,30th,Energy,Solar,1600,,Stability,2,Vault,TRUE,FALSE,4,15,,70,85,23,67,18,0,0,68,450,63,35,71,0,0,0,0,0,0,0,0,0,10,FALSE,0,80,,,Legacy PR-55 Frame*,Chambered Compensator,Smallbore*,Accurized Rounds*,Steady Rounds,Outlaw*,Gutshot Straight*,Tier 2 Weapon*,Hot Swap*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Zephyr,396910433,"""6917529851200510824""",,Legendary,Sword,,Power,Stasis,1600,,Impact,3,Vault,FALSE,FALSE,0,,The Dawning,0,0,61,0,0,0,0,0,0,0,64,0,0,0,0,20,50,50,50,40,0,0,FALSE,0,0,,,Adaptive Frame*,Hungry Edge*,Tempered Edge,Balanced Guard*,Swordmaster's Guard,Relentless Strikes*,Wellspring,Vorpal Weapon*,Chain Reaction,Tier 3 Weapon*,Dawning Surprise*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
